restaurant,address,city,state,zipcode,inspection_date,score,latitude,longitude
Atria North Point,100 Somerby DR,Alpharetta,GA,30009,2019-11-13,96,34.0508226,-84.3061728
Zinburger,3393 Peachtree RD STE 3065,Atlanta,GA,30325,2020-03-12,96,33.8463350,-84.3635778
Delta Flight Museum,1060 Delta BLVD,Atlanta,GA,30354,2019-01-14,100,33.6560730,-84.4223545
La Hacienda,900 Monroe DR NE,Atlanta,GA,30308,2019-05-06,92,33.7791579,-84.3696687
Jimmy Johns,1375 Peachtree RD NE STE 3,Atlanta,GA,30309,2019-04-10,99,33.8147576,-84.3918268
Brickstone Cafe,66 Broad ST NW,Atlanta,GA,30303,2018-10-12,94,33.7559515,-84.3894210
Zoe's Kitchen,1105 Woodstock RD,Roswell,GA,30075,2019-10-22,95,34.0631324,-84.3961304
Little Villa's Pizza,3873 Washington RD,Eastpoint,GA,30344,2019-07-19,87,33.6501161,-84.4907120
Little Ceasars Pizza,6395 Old National HWY STE 500,Atlanta,GA,30349,2019-09-10,84,33.5803058,-84.4695075
Subway # 55363,1100 Hammond Drive STE 410 A,Atlanta,GA,30328,2019-12-30,100,33.9195355,-84.3525657
Polaris,265 Peachtree ST NE,Atlanta,GA,30303,2020-01-13,100,33.7613755,-84.3873556
Garden Hills Concessions,355 Pinetree Drive NE,Atlanta,GA,30305,2019-04-30,100,33.8294033,-84.3762595
Senor Patron,3005 Old Alabama RD STE 2000,Alpharetta,GA,30022,2020-03-09,91,34.0208621,-84.2722887
YOUR PIE,5 Westpaces Ferry RD,Atlanta,GA,30305,2019-09-03,88,33.8397399,-84.3804149
Kramer's (Front) Bar,3167 Roswell RD,Atlanta,GA,30305,2020-02-20,96,33.8415678,-84.3785567
Kramer's (Back) Bar,3167 Roswell RD,Atlanta,GA,30305,2020-02-20,100,33.8415678,-84.3785567
True Food Kitchen,3393 Peachtree RD,Atlanta,GA,30326,2019-06-06,91,33.8465156,-84.3626785
True Food Kitchen Bar,3393 Peachtree RD,Atlanta,GA,30326,2019-06-06,100,33.8465156,-84.3626785
The Painted Pin,737 Miami CIR,Atlanta,GA,30324,2018-02-22,97,33.8303258,-84.3627590
The Filipino Food Truck,4017 Canton RD,Marietta,GA,30066,2017-09-14,86,34.0482497,-84.5285879
Golden Hawk Motorcycle Club,816 Westmont RD,Atlanta,GA,30311,2016-07-19,91,33.7329646,-84.4371307
ToGo Bistro,3630 Peachtree RD NE STE 120,Atlanta,GA,30326,2020-01-24,95,33.8544526,-84.3583947
112 Mega-Plex The Crowe's Nest (Bar),5495 Old National HWY STE 114,Atlanta,GA,30349,2019-04-27,100,33.6053019,-84.4724980
The Original J.R. Crickets,129 North AVE,Atlanta,GA,30308,2019-08-26,97,33.7710289,-84.3831781
Rose & Rye,87 15th ST NE,Atlanta,GA,30309,2018-12-27,98,33.7881497,-84.3846973
Peaches Of Atlanta Kitchen,779 Ralph David Abernathy BLVD,Atlanta,GA,30310,2018-10-26,85,33.7384449,-84.4131887
Bartaco,969 Marietta ST STE 400,Atlanta,GA,30318,2019-04-23,74,33.7788967,-84.4094286
Lastor tas Locas # 8,5841 Roswell RD STE 5,Atlanta,GA,30328,2020-01-23,87,33.9146938,-84.3789066
Rose Bar,3115 Piedmont RD,Atlanta,GA,30305,2019-04-02,99,33.8416752,-84.3693812
Main Event Entertainment,10700 Davis DR,Alpharetta,GA,30009,2019-11-19,100,34.0433448,-84.3136062
Cafe Sunflower Buckhead,2140 Peachtree RD NW STE 290,Atlanta,GA,30309,2020-02-05,85,33.8134877,-84.3932734
Aramark Cafe # 1 Bldg. 3,250 Spring ST,Atlanta,GA,30303,2019-01-10,100,33.7617028,-84.3900138
Aramark Cafe Coffee Cart #1 Bldg. 2W,81 Andrew Young International BLVD,Atlanta,GA,30303,2016-07-15,100,33.7601860,-84.3901549
Aramark Coffee Cart #2 Bldg. 3,250 Spring ST,Atlanta,GA,30303,2019-01-10,100,33.7617028,-84.3900138
Aramark Cafe On 14 Bldg. 2,230 Spring ST FL 14,Atlanta,GA,30303,2019-01-10,91,33.7607065,-84.3893232
Delia's Chicken Sausage Stand,881 Marietta ST,Atlanta,GA,30318,2019-03-07,96,33.7764737,-84.4073150
Burn Lounge,3461 Roosevelt HWY UNIT 15,College Park,GA,30349,2018-09-25,97,33.6221655,-84.5020250
1715 Northside Dr INC d/b/a Diamond Club,1715 Northside DR,Atlanta,GA,30318,2019-05-31,90,33.8017584,-84.4071304
Chick-Fil-A Northridge DTO,8433 Roswell RD,Atlanta,GA,30350,2019-11-21,100,33.9843707,-84.3498813
Cafe 7 Building 1,240 Peachtree ST NW,Atlanta,GA,30303,2020-01-17,100,33.7608174,-84.3877990
Mix'd Up Burger Truck,313 Boulevard,Atlanta,GA,30312,2019-01-17,100,33.7629940,-84.3714532
Atlanta Wings II,2047 Stanton RD,Atlanta,GA,30344,2019-05-20,96,33.6991208,-84.4489771
Pinkberry,3393 Peachtree RD,Atlanta,GA,30326,2017-09-05,87,33.8465156,-84.3626785
Jets Pizza,6615 Roswell RD NE STE 350,Atlanta,GA,30328,2019-11-19,100,33.9350943,-84.3776146
Chipotle #2215,3393 Peachtree RD STE 1017A,Atlanta,GA,30326,2020-02-19,100,33.8465156,-84.3626785
Amelie's,840 Marietta ST NW,Atlanta,GA,30318,2019-04-08,87,33.7753051,-84.4069662
Sandy Springs Cafe,6065 Roswell RD STE 100,Atlanta,GA,30328,2020-01-24,100,33.9201354,-84.3781484
NAT 2 Conference,1 Coca Cola PLZ NW,Atlanta,GA,30313,2019-05-29,91,33.7539533,-84.3813995
Subway Store # 58776,639 Morosgo,Atlanta,GA,30324,2017-08-22,92,33.8232808,-84.3668891
Piedmont Cafe,3500 Piedmont RD STE 115,Atlanta,GA,30305,2018-07-30,96,33.8490481,-84.3771218
Ah-Ma's Taiwanese Kitchen,931 Monroe DR STE 108,Atlanta,GA,30308,2019-05-30,93,33.7794269,-84.3675836
TAQUERIA DELGADO,215 NORTHWOOD DR NE STE 5,Atlanta,GA,30342,2019-11-14,89,33.9104845,-84.3798729
Golf Club of Georgia Kitchen,1 Golf Club DR,Alpharetta,GA,30005,2019-03-28,100,34.0869184,-84.2195636
Golf Club of Georgia Main Bar,1 Golf Club DR,Alpharetta,GA,30005,2019-03-28,100,34.0869184,-84.2195636
Golf Club of Georgia Men's Grill,1 Golf Club DR,Alpharetta,GA,30005,2019-03-28,100,34.0869184,-84.2195636
The Pig & The Pearl,1380 Atlantic DR STE 14180,Atlanta,GA,30363,2019-05-29,93,33.7927258,-84.3978715
CHENNAI EXPRESS RESTAURANT INC,11105 State Bridge RD STE 360,Alpharetta,GA,30022,2019-03-21,83,34.0512808,-84.2251845
"Hola Taqueria & Bar,LLC",688 Holcomb Bridge RD,Roswell,GA,30076,2020-01-07,100,34.0331737,-84.3404423
Village Burger Johns Creek,3005 Old Alabama RD STE 220,Alpharetta,GA,30022,2019-11-04,100,34.0208621,-84.2722887
Smoothie King 1246,3460 Old Milton PKWY,Alpharetta,GA,30005,2020-01-15,100,34.0670633,-84.2594842
LA PETITE MAISON,6510 Roswell RD,Atlanta,GA,30328,2019-06-19,93,33.9317947,-84.3806410
SMOKIN' MO'S,355 Della Smith LN,Canton,GA,30115,2018-03-26,99,34.2529626,-84.2960308
Dunkin Donuts,2420 Piedmont RD,Atlanta,GA,30324,2020-03-06,99,33.8237243,-84.3692996
Gold Room,2416 Piedmont RD NE,Atlanta,GA,30324,2019-03-14,94,33.8209498,-84.3684556
Chick Fil A College Football Hall Of Fame,246 Marietta ST NW,Atlanta,GA,30313,2019-06-11,97,33.7606450,-84.3957550
Legend Cafe,5110 Old National HWY STE B,College Park,GA,30349,2019-09-05,50,33.6161258,-84.4724366
Red Lobster #6296,3360 Camp Creek PKWY,Atlanta,GA,30344,2019-12-05,91,33.6570206,-84.5000142
"Our House, Inc.",173 Boulevard NE,Atlanta,GA,30312,2019-08-14,99,33.7591755,-84.3717425
Black Bear Tavern,1931 Peachtree RD NE,Atlanta,GA,30309,2020-03-03,90,33.8396515,-84.3795280
OTP Tap & Grill,1475 Holcomb Bridge RD STE 155,Roswell,GA,30076,2018-02-28,94,34.0180863,-84.3182528
Papa John's/Freshens,830 Westview DR,Atlanta,GA,30314,2018-10-18,98,33.7459887,-84.4139017
Atlanta Classical Academy,3260 Northside DR,Atlanta,GA,30305,2019-10-16,100,33.8435624,-84.4078964
Hampton Inn & Suites Atlanta Airport West Restaurant,3450 Creek Pointe DR,Atlanta,GA,30344,2020-01-23,100,33.6540239,-84.5002191
First Watch 130,3450 Old Milton PKWY,Alpharetta,GA,30005,2020-01-15,100,34.0680209,-84.2603913
Red Lobster # 0331D,1050 Holcomb Bridge RD,Roswell,GA,30076,2019-10-28,99,34.0246023,-84.3295121
South Main Kitchen,9 South Main Street,Alpharetta,GA,30009,2019-10-01,98,34.0752820,-84.2947821
Chicken Salad Chick,970 North point DR STE B-190,Alpharetta,GA,30022,2019-01-16,99,34.0496373,-84.2846606
Wing Zone,549 8th ST NW,Atlanta,GA,30332,2018-12-11,91,33.7798212,-84.4053428
Halo,817 West Peachtree ST,Atlanta,GA,30308,2016-05-10,99,33.7773135,-84.3869758
Makimono,99 Krog ST,Atlanta,GA,30307,2018-06-29,81,33.7567769,-84.3639806
The International School- Main,2890 North Fulton DR,Atlanta,GA,30305,2019-10-15,100,33.8345488,-84.3785378
The International School- SAC,2890 North Fulton DR,Atlanta,GA,30305,2019-10-15,100,33.8345488,-84.3785378
Ansley Golf Club Williamsburg Room,196 Montgomery Ferry DR NE,Atlanta,GA,30309,2019-03-21,100,33.8002874,-84.3757539
Lady Bird,684 John Wesley Dobbs AVE STE C,Atlanta,GA,30312,2019-03-22,84,33.7597580,-84.3644735
Hillside Inc. "Theresa Stoker Dining Hall",690 Courtney DR NE,Atlanta,GA,30306,2019-07-17,97,33.7901028,-84.3648764
Metro Family Fun Center- Main Kitchen/Bars 1 & 2,1959 Metropolitan PKWY,Atlanta,GA,30315,2020-01-17,78,33.7003545,-84.4086899
College Football Hall Of Fame,250 Marietta ST,Atlanta,GA,30313,2019-06-10,94,33.7601601,-84.3955309
Mansions at Sandy Springs,3175 River Exchange DR,Norcross,GA,30092,2019-10-07,97,33.9681648,-84.2628033
Cafe 5565,5565 Glenridge Connector,Atlanta,GA,30342,2019-07-15,84,33.9054525,-84.3600377
Metro Family Fun Center- Loft Bar,1959 Metropolitan PKWY,Atlanta,GA,30315,2019-12-05,93,33.7003545,-84.4086899
Metro Family Fun Center- Snack Bar,1959 Metropolitan PKWY,Atlanta,GA,30315,2019-12-05,93,33.7003545,-84.4086899
Metro Family Fun Center- Garage Bar,1959 Metropolitan PKWY,Atlanta,GA,30315,2019-12-05,96,33.7003545,-84.4086899
BAI TONG Thai Restaurant,6955 Mcginnis Ferry RD STE 115,Duluth,GA,30097,2019-02-21,96,34.0612624,-84.1582285
Fairfield Inn & Suites- Downtown Atlanta,54 Peachtree ST SW,Atlanta,GA,30303,2019-12-12,99,33.7528373,-84.3912044
Hungry Cherub,2970 Peachtree RD,Atlanta,GA,30305,2020-02-05,86,33.8363440,-84.3829247
Nosh Table & Tap,11255 Woodstock RD STE 500,Roswell,GA,30075,2018-08-23,91,34.0579414,-84.3828600
Madhouse Sports Bar & Grill,5280 Old National HWY,Atlanta,GA,30349,2019-07-18,91,33.6116259,-84.4713036
Peach &The PorkChop,12040 Etris RD STE D100/110,Roswell,GA,30075,2019-06-20,100,34.0735780,-84.3627896
Bella's Gourmet Kitchen,6600 Peachtree Dunwoody RD,Atlanta,GA,30328,2019-11-12,96,33.9387408,-84.3547800
American Wings & Seafood,1145 Ralph David Abernathy BLVD STE D,Atlanta,GA,30310,2019-04-10,91,33.7384949,-84.4254525
The Hookah Hideway,43 Jesse Hill Jr. DR NE,Atlanta,GA,30303,2018-10-12,96,33.7558118,-84.3800879
Wendy's #133,1940 Piedmont RD,Atlanta,GA,30324,2019-06-27,98,33.8104577,-84.3668419
Wendy's,3350 Shelby LN,Atlanta,GA,30344,2019-11-18,95,33.6574482,-84.5013050
The Southern Gentleman,3035 Peachtree RD STE 208,Atlanta,GA,30305,2019-09-04,84,33.8378927,-84.3807916
Gypsy Kitchen,3035 Peachtree RD STE 209,Atlanta,GA,30305,2019-09-04,82,33.8378927,-84.3807916
Bee Glad Lounge,825 McDaniel ST,Atlanta,GA,30310,2019-11-14,88,33.7323605,-84.4022052
Tony's Deli,2685 Metropolitan PKWY SW STE 10,Atlanta,GA,30315,2018-12-20,84,33.6823143,-84.4090852
Willy's Mexican Grill,6309 Roswell RD STE 1A,Atlanta,GA,30328,2019-12-05,99,33.9272052,-84.3784153
Trinity School,4301 Northside PKWY,Atlanta,GA,30327,2019-10-17,90,33.8704068,-84.4446613
Einstein Bros Bagels,800 Peachtree ST,Atlanta,GA,30308,2019-06-24,100,33.7763261,-84.3846097
Shake Shack Buckhead,3035 Peachtree RD NE STE A146,Atlanta,GA,30305,2019-11-19,100,33.8376988,-84.3808584
Homewood Suites,3405 Bobby Brown PKWY,Atlanta,GA,30344,2019-12-03,93,33.6626165,-84.4303138
McDonald's,834 Cleveland AVE,Atlanta,GA,30344,2018-12-20,95,33.6807139,-84.4163741
Adrenaline Nutrition Source (LA Fitness),11720 Medlock Bridge RD,Duluth,GA,30097,2017-10-19,99,34.0662492,-84.1699434
Creekside High School,7405 Herndon RD,Fairburn,GA,30213,2019-10-29,96,33.5581664,-84.6273228
Moxie Burger,555 Atlanta ST STE A-600,Roswell,GA,30075,2019-06-10,94,34.0133512,-84.3622034
Marcos Pizza,227 Sandy Springs PL,Sandy Springs,GA,30328,2019-11-12,96,33.9201675,-84.3822513
Events By Juanita,1509 Virginia AVE,Atlanta,GA,30337,2019-11-22,99,33.6595858,-84.4383272
Residence Inn Atlanta Midtown/Georgia Tech,1041 West Peachtree ST,Atlanta,GA,30309,2019-01-17,91,33.7830569,-84.3874890
American Deli,2740 Greenbriar PKWY,Atlanta,GA,30331,2019-02-11,91,33.6885882,-84.4887112
Aisle 5,1123 Euclid AVE NE,Atlanta,GA,30307,2019-06-05,100,33.7642846,-84.3502203
One Eared Stag,1029 Edgewood AVE NE,Atlanta,GA,30307,2019-05-23,97,33.7572073,-84.3541197
Best Pizza & Wings,2818 Camp Creek PKWY,Atlanta,GA,30337,2019-05-09,70,33.6513540,-84.4812432
College Park Elementary School,2075 Princeton AVE,Atlanta,GA,30349,2019-10-25,100,33.6555149,-84.4564817
Camp Creek Middle School,4345 Welcome All RD,Atlanta,GA,30349,2019-10-21,100,33.6374320,-84.5275947
Naan Stop Buckhead LLC,3420 Piedmont RD NE STE A,Atlanta,GA,30305,2019-11-08,100,33.8480158,-84.3740216
Subway #62586,844 Cleveland AVE,Atlanta,GA,30344,2019-05-21,92,33.6786342,-84.4167491
American Deli,3530 Camp Creek PKWY STE 140,Eastpoint,GA,30344,2019-12-03,86,33.6551497,-84.5049645
College Football Hall Of Fame Hot Dog Cart,250 Marietta ST,Atlanta,GA,30303,2019-06-10,99,33.7601601,-84.3955309
People's Food Truck- Atlantic Station,245 18th ST,Atlanta,GA,30363,2016-04-04,98,33.7925974,-84.3962142
Alpha Chi Omega Georgia Tech,741 Brittain DR,Atlanta,GA,30313,2019-04-18,96,33.7749900,-84.3928540
Sweet Auburn Seafood,171 Auburn AVE STE P,Atlanta,GA,30303,2019-07-03,85,33.7554837,-84.3815834
Havana Club,3112 Piedmont RD NE,Atlanta,GA,30305,2017-02-03,93,33.8408765,-84.3705886
Havana Club Gallery,3112 Piedmont RD,Atlanta,GA,30305,2017-02-14,100,33.8408765,-84.3705886
Havana Club Studio,3112 Piedmont RD,Atlanta,GA,30305,2017-02-14,100,33.8408765,-84.3705886
The El Felix,1130 Avalon BLVD STE 1030,Alpharetta,GA,30009,2019-05-29,90,34.0707789,-84.2783180
Ted's Montana Grill,6100 Avalon BLVD,Alpharetta,GA,30009,2019-05-28,91,34.0707965,-84.2760743
Alpha Xi Delta,847 Techwood DR NW,Atlanta,GA,30313,2019-05-10,99,33.7778489,-84.3919160
Subway #6315,131 S. Main ST STE A,Alpharetta,GA,30004,2019-09-13,100,34.0721514,-84.2965845
Subway #2189,10800 Alpharetta HWY STE 224,Roswell,GA,30075,2019-10-21,96,34.0439237,-84.3422444
Phi Mu Sorority House,240 Ferst DR,Atlanta,GA,30318,2019-04-18,88,33.7767561,-84.3947853
Oak Atlanta LLC,950 Third ST,Alpharetta,GA,30009,2019-06-07,90,34.0705872,-84.2791905
Phi Gamma Delta,841 Fowler ST NW,Atlanta,GA,30313,2019-05-21,91,33.7776384,-84.3931748
"Caribou Coffee Company, Suntrust Plaza #243",303 Peachtree ST,Atlanta,GA,30303,2019-10-16,100,33.7628370,-84.3867340
KR Steakbar,349 Peachtree HLS,Atlanta,GA,30305,2019-08-27,100,33.8169385,-84.3756025
College Football Hall Of Fame BBQ Cart,250 Marietta ST,Atlanta,GA,30303,2019-06-10,99,33.7601601,-84.3955309
Gusto! Wood Fire Grill,1935 Peachtree RD NE,Atlanta,GA,30309,2020-02-18,96,33.8147576,-84.3918268
Figo Pasta,907 Marietta ST,Atlanta,GA,30318,2018-10-22,98,33.7771088,-84.4078896
Cirque Daiquiri Grill,2160 Monroe DR,Atlanta,GA,30324,2019-07-15,95,33.8109697,-84.3700760
Cirque Daiquiri Bar,2160 Monroe DR,Atlanta,GA,30324,2018-12-13,100,33.8109697,-84.3700760
Delta Chi Fraternity,176 5th ST,Atlanta,GA,30310,2019-05-10,100,33.7761259,-84.3814997
Subway,3000 Old Alabama RD STE 102,Alpharetta,GA,30022,2019-02-13,100,34.0226959,-84.2713127
Katana Steak Sushi,3345 Lenox RD,Atlanta,GA,30326,2019-04-25,99,33.8462509,-84.3586822
Eggs Up Grill,270 Rucker RD STE 125,Alpharetta,GA,30004,2019-04-23,90,34.0794449,-84.3574089
Phi Delta Theta Fraternity,734 Fowler ST NW,Atlanta,GA,30313,2019-01-18,96,33.7746096,-84.3941922
Phi Sigma Kappa,825 Techwood DR,Atlanta,GA,30313,2018-10-17,96,33.7771437,-84.3918612
Burger Fi,190 Marietta ST STE 222,Atlanta,GA,30303,2020-03-04,100,33.7590584,-84.3950221
Regal Cinemas Avalon Stadium 12,3950 1 St ST,Alpharetta,GA,30009,2019-06-28,96,34.0718855,-84.2765158
King Barbecue,4195 Avalon BLVD,Alpharetta,GA,30009,2018-07-09,100,34.0708891,-84.2770839
Marlow's Tavern Avalon,3900 1 St ST,Alpharetta,GA,30009,2019-05-30,95,34.0718604,-84.2757501
Tau Kappa Epsilon,159 5th ST NW,Atlanta,GA,30313,2019-05-10,95,33.7773086,-84.3923036
Cooks & Soldiers,691 14th ST NW,Atlanta,GA,30318,2019-03-29,92,33.7862223,-84.4107829
Yumbii Commissary,2127 Liddell DR NE,Atlanta,GA,30324,2019-07-11,100,33.8118946,-84.3627279
Theta Xi Fraternity,773 Techwood DR NW,Atlanta,GA,30313,2019-04-16,99,33.7758086,-84.3916764
Goldbergs Avalon Inc,3180 Avalon BLVD,Alpharetta,GA,30009,2019-05-17,80,34.0708888,-84.2767359
Pinkberry,200 Avalon BLVD,Alpharetta,GA,30009,2018-06-26,92,34.0707964,-84.2761039
Chi Phi Fraternity,720 Fowler ST NW,Atlanta,GA,30313,2018-10-18,94,33.7743630,-84.3941366
Sigma Alpha Epsilon,221 4th ST NW,Atlanta,GA,30313,2019-05-15,94,33.7760550,-84.3945507
"CRU AVALON,LP",300 Avalon BLVD,Alpharetta,GA,30009,2019-06-10,87,34.0707964,-84.2761039
Le Bilboquet,3035 Peachtree RD NE STE 180,Atlanta,GA,30305,2019-06-18,94,33.8373665,-84.3802425
Chattahoochee Hills Charter School,9670 Rivertown RD,Fairburn,GA,30213,2019-11-06,100,33.5800939,-84.7033732
Sarpino's Pizzeria,1000 Northside DR NW STE 700,Atlanta,GA,30318,2019-03-27,84,33.7822608,-84.4078280
"Ruth's Chris Steak House (Alpharetta Sizzling,LLC) (after hours)",11655 Haynes Bridge RD,Alpharetta,GA,30009,2019-03-28,97,34.0646111,-84.2914871
Pi Kappa Phi,220 Ferst DR,Atlanta,GA,30318,2019-05-15,94,33.7767031,-84.3943385
Delta Upsilon,154 5th ST NW,Atlanta,GA,30313,2018-10-17,95,33.7766640,-84.3923394
Pizza Bar,3560 Camp Creek PKWY STE 130,Atlanta,GA,30344,2019-07-01,86,33.6546597,-84.5058878
Cherokee Town & Country Club Tennis Shop,155 West Paces Ferry RD,Atlanta,GA,30305,2019-09-17,100,33.8452212,-84.3887249
Big Daddy's Southern Cuisine,121 Martin Luther King Jr. DR,Atlanta,GA,30303,2019-02-25,96,33.7520139,-84.3917585
Sweet Hut Bakery & Cafe,933 Peachtree ST STE 935,Atlanta,GA,30309,2018-12-03,88,33.7806435,-84.3839111
Kitchen 501,501 Fairburn RD SW,Atlanta,GA,30331,2019-03-21,91,33.7398760,-84.5125816
Salad Express,1171 Lavista RD NE,Atlanta,GA,30324,2019-06-18,100,33.8177160,-84.3501830
Little TartBakeShop,99 Krog ST STE K,Atlanta,GA,30307,2019-09-09,94,33.7567769,-84.3639806
Hop City Craft Beer &Wine,99 Krog ST STE E,Atlanta,GA,30307,2019-01-14,94,33.7567769,-84.3639806
Fred' s Yalla,99 Krog ST STE L-N,Atlanta,GA,30307,2019-11-20,90,33.7564394,-84.3641343
Garrett Popcorn Shops,3393 Peachtree RD NE STE 2026 A,Atlanta,GA,30326,2020-02-21,99,33.8463350,-84.3635778
PiJiu Belly,678 10th ST NW,Atlanta,GA,30318,2019-06-21,96,33.7812568,-84.4096748
Jeni's Splendid Ice Cream,99 Krog ST STE 2,Atlanta,GA,30307,2019-09-09,97,33.7567769,-84.3639806
NAGOYA,910 Marietta HWY STE 110,Roswell,GA,30075,2019-10-29,92,34.0046853,-84.3891517
"Christ The King Habilitation Services, Inc.",5155 Scofield RD,Atlanta,GA,30349,2019-07-09,100,33.6145675,-84.4634934
Grand Champion BBQ LLC,99 Krog ST STE P,Atlanta,GA,30307,2019-11-20,99,33.7567769,-84.3639806
Westside Creamery,5285 Happy Valley CIR SW,Atlanta,GA,30331,2019-05-24,99,33.6907795,-84.5626940
Doraku Buckhead,262 Buckhead AVE STE C352,Atlanta,GA,30305,2019-10-30,80,33.8384250,-84.3791265
Doraku Buckhead Bar,262 Buckhead AVE STE C352,Atlanta,GA,30305,2019-02-14,100,33.8384250,-84.3791265
Subway,32 Decatur ST,Atlanta,GA,30303,2019-11-21,100,33.7538583,-84.3885624
American Deli,363 Hill ST,Atlanta,GA,30312,2020-01-02,81,33.7447628,-84.3796471
Blake's On The Park Restaurant & Bar,227 10th ST NE,Atlanta,GA,30309,2019-06-25,91,33.7814748,-84.3799550
Blake's On The Park Upstairs Patio & Bar,227 10th ST NE,Atlanta,GA,30309,2019-06-25,91,33.7814748,-84.3799550
Taste Cafeteria @ Georgia Pacific Center,133 Peachtree ST NE,Atlanta,GA,30303,2019-02-20,91,33.7575083,-84.3870123
Georgia Pacific Center Coffee Shop,133 Peachtree ST NE,Atlanta,GA,30303,2019-02-20,97,33.7575083,-84.3870123
ATL Taco,3393 Peachtree RD NE UNIT 3065B,Atlanta,GA,30326,2019-05-31,93,33.8463350,-84.3635778
Kona Grill,5100 Avalon BLVD,Alpharetta,GA,30009,2019-10-28,93,34.0714809,-84.2761098
Another Broken Egg Cafe,11030 Medlock Bridge RD STE 110,Duluth,GA,30097,2019-11-22,99,34.0511373,-84.1766193
Big Al's Gourmet Butter Made Burgers,2221 Peachtree RD NE STE G,Atlanta,GA,30309,2020-02-05,88,33.8145710,-84.3911844
Made Kitchen & Cocktails (after hours),45 BRoswell ST,Alpharetta,GA,30009,2019-04-26,91,34.0745359,-84.2968843
Village Bar Inc. Dba Lost Dog Tavern,3182 Roswell RD,Atlanta,GA,30305,2016-02-26,94,33.8420447,-84.3792422
Lucky China Wings & Sub,455 North Ave NE STE D,Atlanta,GA,30308,2018-09-19,81,33.7706001,-84.3723174
Panda Express #2455,350 Ferst DR,Atlanta,GA,30332,2019-01-02,96,33.7737600,-84.3985450
"Aramark Cafe #2, Bldg. 2",230 Spring ST,Atlanta,GA,30303,2020-01-17,100,33.7607065,-84.3893232
"Aramark Cafe #3, Bldg. 2",230 Spring ST,Atlanta,GA,30303,2020-01-17,100,33.7607065,-84.3893232
Twin Smokers BBQ,300 Marietta ST STE 104,Atlanta,GA,30313,2019-11-01,100,33.7616943,-84.3965409
Govinda's Restaurant,1146 Euclid AVE STE A,Atlanta,GA,30307,2016-07-05,90,33.7650242,-84.3499840
Church's Chicken,538 Lee ST,Atlanta,GA,30310,2017-09-15,90,33.7403865,-84.4136760
Ellery's,2008 Campbellton RD SW,Atlanta,GA,30311,2019-04-27,87,33.7066134,-84.4553778
Sunrise Detox Cafe,4500 North Point PKWY,Alpharetta,GA,30022,2020-01-22,100,34.0579990,-84.2663260
Atlas Restaurant,88 West Paces Ferry RD,Atlanta,GA,30305,2019-10-07,100,33.8399130,-84.3827060
BA At Porsche Cars North America,One Porsche DR,Atlanta,GA,30354,2019-02-14,91,33.6517361,-84.3986347
Cook Out,544 Ponce De Leon AVE,Atlanta,GA,30308,2019-07-09,95,33.7742862,-84.3691964
Cook Out Northside Drive,1112 Northside DR,Atlanta,GA,30318,2019-12-04,96,33.7853510,-84.4078691
St. James Live,3220 Butner RD STE 230-240,Atlanta,GA,30331,2019-09-09,95,33.6669113,-84.5490622
El Mexicano,1341 Moreland AVE,Atlanta,GA,30316,2018-02-21,92,33.7183960,-84.3506460
Bezoria,903 Peachtree ST NE,Atlanta,GA,30309,2019-05-03,89,33.7792143,-84.3838145
Gold Line Bistro,945 E Paces Ferry RD,Atlanta,GA,30326,2019-02-06,90,33.8463953,-84.3561356
Jittery Joe's,181 peachtree ST NE,Atlanta,GA,30303,2020-01-06,96,33.7586524,-84.3871576
Bada Bings,349 Decatur ST SE,Atlanta,GA,30303,2019-04-10,92,33.7498134,-84.3783803
Country Gardens Senior Living,7175 Lester RD,Union City,GA,30291,2019-02-11,91,33.5603468,-84.5225875
Jus D's,1221 Joseph E. Boone BLVD,Atlanta,GA,30344,2019-04-16,83,33.7640958,-84.4276520
Cigar City Club,5006 Roswell RD,Atlanta,GA,30342,2019-09-19,95,33.8914351,-84.3817822
Antico Pizza Avalon LLC,2200 Avalon BLVD STE 3185,Alpharetta,GA,30009,2019-05-30,95,34.0707877,-84.2771700
