name,STREETADDRESS,STREETCITY,STREETSTATE,STREETCOUNTRY,STREETZIPCODE,STREETCOUNTY,STREETMSA,Employment (Individual Site - Current Year),PRIMARYNAICS,Category,SubCategory,SIC8DIGIT,Description,coi_sector,COI Sub-sector,lat,lon
GRAVITAS TRANSPORT SERVICE- LLC,787 STEVENS CREEK RD,AUGUSTA,GA,USA,30907-9272,COLUMBIA,49,4,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,31.9601323,-84.0913456
IMAGINE ENTERPRISES,1624 CLOUD SPRINGS RD,ROSSVILLE,GA,USA,30741-4713,WALKER,115,3,493120,REFRIGERATED WAREHOUSING AND STORAGE,REFRIGERATION WAREHOUSE/STORAGE,42229903,WAREHOUSING COLD STORAGE OR REFRIGERATED,WAREHOUSING,Refrigerated,33.9201813,-84.0913275
TRAIL GLOBAL CORPORATION,9169 DOVER ST,LITHIA SPRINGS,GA,USA,30122-3812,DOUGLAS,43,5,483211,INLAND WATER FREIGHT TRANSPORTATION,WATER FREIGHT TRANSPORTATION,44490104,TRANSPORTATION (FREIGHT) ON BAYS AND SOUNDS OF THE OCEAN,OCEAN,,33.9835123,-84.0913022
SUREWAY LOGISTICS- LLC,121 HOWARD JOHNSON RD,AMERICUS,GA,USA,31719-9198,SUMTER,0,12,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,33.9835123,-84.0913022
START & ASSOCIATES LLC,1532 MARCEAU DR,CONLEY,GA,USA,30288-1976,CLAYTON,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.8853749,-84.0911991
HAMILTON MAINTENANCE CO.,3160 CREEK DR STE C,DULUTH,GA,USA,30096-3835,GWINNETT,43,17,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,PARKING LOT SWEEPING & LANDSCAPING,49590102,SWEEPING SERVICE: ROAD AIRPORT PARKING LOT ETC.,TRUCK,Specialized,33.9838415,-84.091058
JAMES DOUGLAS SKINNER,485 BOWEN HILL RD,HADDOCK,GA,USA,31033-2432,JONES,343,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.8608438,-84.0910134
630 OFFICE RENTAL/WAREHOUSE,630 TRAVIS ST NW,ATLANTA,GA,USA,30318-6906,FULTON,43,1,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42259901,GENERAL WAREHOUSING,OTHER,,33.9975214,-84.0909909
TCD EXPRESS TRUCKING LLC,3379 PEACHTREE RD NE # 555,ATLANTA,GA,USA,30326-1031,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4450713,-84.0909515
I-HAUL FREIGHT LLC,207 TOWNE PARK DR,LAWRENCEVILLE,GA,USA,30044-4662,GWINNETT,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.9696485,-84.0908477
MACKLIN BROTHERS TRUCKING INC,4712 HUMMINGBIRD LN,VALDOSTA,GA,USA,31602-6701,LOWNDES,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7977944,-84.0908278
3N TRUCKING LLC,5530 BUFORD HWY STE 315,NORCROSS,GA,USA,30071-3985,GWINNETT,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.2222409,-84.090782
CT THOMAS TRUCKING LLC,4542 MORELAND AVE,CONLEY,GA,USA,30288-2147,CLAYTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9362065,-84.0905491
A-PLUS TEAM LLC,3828 SALEM RD,COVINGTON,GA,USA,30016-4528,NEWTON,43,5,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9418763,-84.0904977
VOLONE TRUCKING LLC,1004 COLONNADE WAY,ALPHARETTA,GA,USA,30004-8247,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.1891695,-84.0904882
MASON DELIVERY SERVICE LLC,476 COOPER CIR,WINDER,GA,USA,30680-8380,BARROW,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,33.6596831,-84.0900232
VASQUEZ TRANSPORT- INC.,29 ALSTON LN SW,MARIETTA,GA,USA,30060-7822,COBB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,33.7338461,-84.0900232
EARTH MOVERS HAULING LLC,2473 TILSON RD,DECATUR,GA,USA,30032-5448,DEKALB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.7338461,-84.0900232
VEAL FARMS TRUCKING- LLC,811 E SOUTH CENTRAL AVE,TENNILLE,GA,USA,31089-1247,WASHINGTON,0,6,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.953829,-84.0898915
MD BROWN & DAUGHTERS- LLC,303 DEERGRASS TRL,PEACHTREE CITY,GA,USA,30269-3409,FAYETTE,43,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.953829,-84.0898915
ANNLEE LOGISTICS LLC,515 HOPKINS ST SW,ATLANTA,GA,USA,30310-1623,FULTON,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.0009605,-84.0896519
OTD LOGISTICS INCORPORATED,4849 OLD LOUISVILLE RD,SAVANNAH,GA,USA,31408-2404,CHATHAM,538,6,484110,"GENERAL FREIGHT TRUCKING, LOCAL",TRANSPORTATION SERVICES,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.8298583,-84.08959
KW INTERNATIONAL- INC.,8100 TROON CIR SW STE 130,AUSTELL,GA,USA,30168-7852,COBB,43,4,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.7893192,-84.0895281
DANNY SCOTT MARTIN,120 VICTORY LN,ALMA,GA,USA,31510-3818,BACON,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",TRUCKING,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.6610232,-84.0894838
FRANKLIN JOHNSON BENJAMIN,4033 LINDSEY DR,DECATUR,GA,USA,30035-1915,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.5903292,-84.0893011
DIRECT AUTO TRANSPORT,5691 BIG A RD,DOUGLASVILLE,GA,USA,30135-5603,DOUGLAS,43,4,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.9438117,-84.0892186
MAB TRUCKING LLC,1040 BRANDON HILL WAY,JONESBORO,GA,USA,30238-4481,CLAYTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9438117,-84.0892186
HARRIS INNOVATION- LLC,4065 ASHEVILLE MANOR CT,CUMMING,GA,USA,30040-0409,FORSYTH,43,1,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",MANAGEMENT CONSULTING SERVICES,87420503," MATERIALS MGMT. (PURCHASING, HANDLING, INVENTORY) CONSULTANT ",AUXILIARY SVCS,Consulting,33.3539556,-84.0891361
THIRTY ONE EXPRESS- LLC,2628 NORTHEAST EXPY NE,ATLANTA,GA,USA,30345-2557,DEKALB,43,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,31.6407328,-84.0890948
MILLIRONS TRUCKING- L.L.C.,7181 MILLER BRIDGE RD,HAHIRA,GA,USA,31632-3915,LOWNDES,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.6407328,-84.0890948
TED ROGERS TRUCKING INC,503 ED DIRE LN,STOCKBRIDGE,GA,USA,30281-5545,HENRY,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING W/ HAULING CRUSH AGGRAGATES,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0348045,-84.0890329
CHASE TRANSPORT INC.,5616 GLEN RIDGE BND,LITHONIA,GA,USA,30058-8385,DEKALB,43,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION BROKER,47310102," BROKERS, SHIPPING ",FREIGHT FORWARDING,,33.7352945,-84.0889125
GOODS FROM PARADISE- INC.,4794 CLARK HOWELL HWY,COLLEGE PARK,GA,USA,30349-6076,FULTON,43,5,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,34.049758,-84.0889092
L & D TRUCKING,1535 PINE RIDGE DR E,HEPHZIBAH,GA,USA,30815-4508,RICHMOND,49,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.049758,-84.0889092
LAWSON TRE TRUCKING LLC,205 HICKORY CT,MACON,GA,USA,31220-8301,BIBB,343,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR TRANSPORTATION SERVICES BUSINESS SERVICES AT NON-COMMERCIAL SITE,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.049758,-84.0889092
PASLEY HAULING- LLC,267 OAKLAND DR SE,CALHOUN,GA,USA,30701-4264,GORDON,0,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890102, FREIGHT CAR LOADING AND UNLOADING ,RAIL,,33.7927452,-84.0888885
WILLIAMS- ELLIS,4301 VICKERS XING,AMBROSE,GA,USA,31512-3281,COFFEE,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,34.3286056,-84.0887648
SPENCER DRAKES,160 N SCOTT ST,CAMILLA,GA,USA,31730-1249,MITCHELL,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0188479,-84.088641
PERSPECTIVE LOGISTICS LLC,1029 N PEACHTREE PKWY # 148,PEACHTREE CITY,GA,USA,30269-4210,FAYETTE,43,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,34.0409123,-84.0886169
AIR SERVICES- INC.,400 REGIONAL AIRPORT RD,CARROLLTON,GA,USA,30117-5959,CARROLL,0,20,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRPORT/AIRPORT SERVICES,45810202,AIRCRAFT SERVICING AND REPAIRING,AIR,,34.0534215,-84.0884553
DIMOND INVESTMENTS OF GEORGIA- LLC,,CONYERS,GA,USA,30013,ROCKDALE,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,TRANSPORTATION,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.9666242,-84.088414
R M R FREIGHT,1110 SUMMERLIN DR,DOUGLAS,GA,USA,31535-5918,COFFEE,0,4,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47319901, CUSTOMS CLEARANCE OF FREIGHT ,FREIGHT FORWARDING,,33.9666242,-84.088414
ALL SERVICE DELIVERY- INC.,6160 PURDUE DR SW,ATLANTA,GA,USA,30336-2824,FULTON,43,7,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE FREIGHT TRANSPORTATION ARRANGEMENT,42159904," PARCEL DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.3502035,-84.0883109
HOME DEPOT U.S.A.- INC.,2500 HIGHWAY 155,LOCUST GROVE,GA,USA,30248-2492,HENRY,43,10,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,WAREHOUSING,,33.9387289,-84.0882496
ALL AROUND TRANS INC.,2679 CEDAR DR,LAWRENCEVILLE,GA,USA,30043-1325,GWINNETT,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,33.7385577,-84.0880221
GENT TRUCKING LLC,2896 ROYAL PATH CT,DECATUR,GA,USA,30030-4189,DEKALB,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.102112,-84.0878776
DRAKE INTERNATIONAL- INC.,140 CARNEGIE PL STE 104,FAYETTEVILLE,GA,USA,30214-7911,FAYETTE,43,4,483111,DEEP SEA FREIGHT TRANSPORTATION,FOREIGN SEA FREIGHT TRANSPORTATION NONSCHEDULED AIR TRANSPORTATION,44120000,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,OCEAN,,33.9179075,-84.087692
CDS GLOBAL LOGISTICS 1-LLC,5324 GA HIGHWAY 85 # 800,FOREST PARK,GA,USA,30297-2483,CLAYTON,43,12,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310103, CUSTOMHOUSE BROKERS ,CUSTOMS BROKER,,33.9439121,-84.087692
ASF INTERMODAL LLC,116 GULFSTREAM RD,SAVANNAH,GA,USA,31408-9680,CHATHAM,538,3,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.7942927,-84.0876094
GREENLAND TRACKING LLC,887 N INDIAN CREEK DR,CLARKSTON,GA,USA,30021-2242,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9418621,-84.0874857
JFK MINI STORAGE,3023 NAPIER AVE,MACON,GA,USA,31204-3832,BIBB,343,1,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,31.0761532,-84.0868413
WILLIE SNEAD,2788 BELLEAU LN SE,ATLANTA,GA,USA,30316-4352,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.298974,-84.086775
GREEN ACRES ENVIRONMENTAL SERVICES- LLC,1466 BLUEFIELD DR SW,ATLANTA,GA,USA,30310-3705,FULTON,43,3,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR BUSINESS SERVICES AT NON-COMMERCIAL SITE,42120202,PETROLEUM HAULAGE LOCAL,TRUCK,Liquid Bulk,33.9488173,-84.0867425
SOUTHERN TRANSPORTATION SALES- INC.,1080 IRWIN BRIDGE RD NW,CONYERS,GA,USA,30012-4323,ROCKDALE,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,33.6850364,-84.0867223
TERRENCE MCRAE,384 ANDREWS RD,COLUMBUS,GA,USA,31903-1240,MUSCOGEE,133,3,484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",TRUCKING OPERATOR-NONLOCAL,42139901,AUTOMOBILES TRANSPORT AND DELIVERY,TRUCK,Automobiles,33.7716738,-84.0865366
FARAH TRUCKING LLC,3630 RIVIERA DR,CUMMING,GA,USA,30041-9006,FORSYTH,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7914681,-84.0865057
ROGER GENE CRAFT,2050 RAYS CHURCH RD,BISHOP,GA,USA,30621-1207,OCONEE,42,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",TRUCKING SERVICE,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9352892,-84.0862065
ATL XPD- INC.,2200 NORCROSS PKWY # 210,NORCROSS,GA,USA,30071-4922,GWINNETT,43,5,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7960021,-84.0860827
PATRIOT TRUCKING INC,4290 PINESET DR,ALPHARETTA,GA,USA,30022-4905,FULTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9907668,-84.0860621
TURNER SON'S INC.,220 COUNTRY SIDE DR,MCDONOUGH,GA,USA,30252-5699,HENRY,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.0591366,-84.0860415
WILLIAMS AND SONS TRUCKING ENTERPRISES INC,4774 AARON RD,MILLEN,GA,USA,30442-5122,JENKINS,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.795433,-84.0860002
SEBASTIAN MEIKLE,2207 BENTLEY XING,COLLEGE PARK,GA,USA,30349-7834,FULTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.621917,-84.085984
HOPKINS TRUCKING LLC,1925 WAYCREST DR SW,ATLANTA,GA,USA,30331-8400,FULTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.6814958,-84.085959
BRUNSWICK TRUCK STOP,110 DUNGENESS DR,BRUNSWICK,GA,USA,31523-7738,GLYNN,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.2439763,-84.0859093
G H M ROCK & SAND- INC.,UNION SILICA RD,LUDOWICI,GA,USA,31316,LONG,0,30,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.9680142,-84.0857503
MALKIAT SINGH,9110 WATERFORD LN,POWDER SPRINGS,GA,USA,30127-8008,COBB,43,5,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.6691356,-84.085567
RED DAWG TRUCKING LLC,476 LAURENBURG DR,RICHMOND HILL,GA,USA,31324-5190,BRYAN,538,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.678843,-84.085423
U.S.A. TIMBER- LLC.,3467 POND FORK CHURCH RD,PENDERGRASS,GA,USA,30567-3425,JACKSON,42,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.0824589,-84.085175
HOME TOWN STORAGE,88 JOHN BECK DOCKINS RD,RABUN GAP,GA,USA,30568,RABUN,0,2,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,33.7836273,-84.0850718
TITAN SERVICES LLC,1020 BAKER DR,BOGART,GA,USA,30622-5319,OCONEE,42,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.5997513,-84.0849686
UNITED PARCEL SERVICE- INC. (OH),255 SOUTHFIELD PKWY,FOREST PARK,GA,USA,30297-2510,CLAYTON,43,158,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,PKG/PARCEL SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,34.12456,-84.0847842
PEACHSTATE DELIVERY SERVICE INC.,124 GRALAN DR STE 1,BYRON,GA,USA,31008-6375,PEACH,0,14,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICES,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,34.347297,-84.0847211
UNDERBRUSH TRUCKING INC,4074 ADAMS CHAPEL RD,HARLEM,GA,USA,30814-4800,COLUMBIA,49,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.6045466,-84.0845766
TIDY UP,1474 MILLINGTON RD,COLUMBUS,GA,USA,31904-1945,MUSCOGEE,133,1,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,34.2349467,-84.0845147
SILVER QUICK COURIER,213 POWERS FERRY RD SE,MARIETTA,GA,USA,30067-7559,COBB,43,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR COURIER SERVICE BUSINESS SERVICES,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,34.0481058,-84.0842454
ALL CITY EXPRESS- LLC,1030 PRESERVE LN,ALPHARETTA,GA,USA,30004-5711,FULTON,43,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR BUSINESS SERV NON-COMMERCIAL SITE,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.5660216,-84.0842259
JOEL GOOCH TRUCKING INC,135 MOUNT AIRY RD,SUCHES,GA,USA,30572-3232,UNION,0,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.5982789,-84.0841747
JONG P SHON,470 MORNING CREEK LN,SUWANEE,GA,USA,30024-3739,GWINNETT,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7660737,-84.0840196
FLORIDA ROCK & TANK LINES- INC.,1918 TALLAHASSEE HWY,BAINBRIDGE,GA,USA,39819-7752,DECATUR,0,31,484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",TRUCKING OPERATOR-NONLOCAL,42139908,LIQUID PETROLEUM TRANSPORT NON-LOCAL,TRUCK,Liquid Bulk,33.9003561,-84.0838958
MRM TRUCKING LLC,22 CONCORDIA DR,SAVANNAH,GA,USA,31419-6205,CHATHAM,538,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310104, TRUCK TRANSPORTATION BROKERS ,TRUCK,,31.0733819,-84.0838756
T.A.K.K. TRANSPORTATION- INC.,11845 UPPER WOOTEN RD,PALMETTO,GA,USA,30268-1957,FULTON,43,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR TRUCKING OPERATOR-NONLOCAL,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3046795,-84.083772
ALPHA EXPRESS,1535 FENMORE ST,LITHIA SPRINGS,GA,USA,30122-6864,DOUGLAS,43,10,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,33.9603924,-84.0836818
JEVAL TRUCKING CORP,3650 CANOPY CHASE,CUMMING,GA,USA,30041-3618,FORSYTH,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.999241,-84.0836039
BMC TRANSPORT SERVICES LLC,466 SHADY LN,SYLVANIA,GA,USA,30467-6758,SCREVEN,0,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,31.5715873,-84.0835244
EZ STORAGE MINI WAREHOUSES,216 STOCKYARD RD,STATESBORO,GA,USA,30458-4309,BULLOCH,0,1,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42259901,GENERAL WAREHOUSING,OTHER,,33.4906557,-84.0834831
